time,scene_number,scene_name,character,quote,location,description,dialogue_act_type
732,6,Hockey Tryouts,Joyce,"Hey, who's ticklish, huh? Here comes the tickle monster...",IMAGINATIONLAND,Joyce tries another tactic.,whQuestion
733,6,Hockey Tryouts,Joyce,"Hey! Bing Bong, look at this! Dohoioih!",IMAGINATIONLAND,No response.,Emphasis
734,6,Hockey Tryouts,Joyce,"Oh, here's a fun game! You point to the train station and we all go there! Won't that be fun? Come on, let's go to the train station!",IMAGINATIONLAND,She makes a silly face. Nothing.,Statement
735,6,Hockey Tryouts,Sandra,"(sits beside Bing Bong) I'm sorry they took your rocket. They took something that you loved. It's gone, forever.",IMAGINATIONLAND,"Joyce walks off, attempting to lead.",Clarify
736,6,Hockey Tryouts,Joyce,"Sandra, don't make him feel worse.",IMAGINATIONLAND,"Joyce walks off, attempting to lead.",Reject
737,6,Hockey Tryouts,Sandra,Sorry.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",Statement
738,6,Hockey Tryouts,BING BONG,It's all I had left of Riley.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",Statement
739,6,Hockey Tryouts,Sandra,I bet you and Riley had great adventures.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",Statement
740,6,Hockey Tryouts,BING BONG,They were wonderful. Once we flew back in time. We had breakfast twice that day.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",Other
741,6,Hockey Tryouts,Sandra,That's sounds amazing. I bet Riley liked it.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",Clarify
742,6,Hockey Tryouts,BING BONG,Oh she did. We were best friends.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",Clarify
743,6,Hockey Tryouts,Sandra,Yeah. It's sad.,IMAGINATIONLAND,"Joyce walks off, attempting to lead.",Accept
744,6,Hockey Tryouts,BING BONG,"I'm okay now. (stands) C'mon, the train station is this way.",IMAGINATIONLAND,Bing Bong puts his head on Sandra' shoulder and CRIES. Sandra keeps her arm around him until he's done.,Statement
745,6,Hockey Tryouts,Joyce,How did you do that?,IMAGINATIONLAND,He walks off. Joyce and Sandra follow.,whQuestion
746,6,Hockey Tryouts,Sandra,"I don't know. He was sad, so I listened to what--",IMAGINATIONLAND,He walks off. Joyce and Sandra follow.,Statement
747,6,Hockey Tryouts,BING BONG,"Hey, there's the train!",IMAGINATIONLAND,He walks off. Joyce and Sandra follow.,Statement
748,6,Hockey Tryouts,Joyce,We made it! We're finally going to get home!,TRAIN CAR,Our trio climb aboard just as the train moves.,Emphasis
749,6,Hockey Tryouts,Joyce,Oh no! These Facts and Opinions look so similar!,TRAIN CAR,"Twirling, she knocks over two boxes labeled FACTS and OPINIONS. Small objects spill out of both.",Reject
750,6,Hockey Tryouts,BING BONG,"Eh, don't worry about it -- happens all the time.",TRAIN CAR,He dumps them into the FACTS box.,Reject
751,7,Dream Productions,Diane,"On a scale of one to ten, I give this day an F.",HEADQUARTERS,Riley drops her gear and throws herself on her sleeping bag.,Statement
752,7,Dream Productions,Angelo,Well why don't we quit standing around and DO something?,HEADQUARTERS,Riley drops her gear and throws herself on her sleeping bag.,whQuestion
753,7,Dream Productions,Diane,"Like what, genius?",HEADQUARTERS,Riley drops her gear and throws herself on her sleeping bag.,whQuestion
754,7,Dream Productions,Felipe,Like quitting! That's what I'm doing.,HEADQUARTERS,Felipe enters with a suitcase.,Emphasis
755,7,Dream Productions,Felipe,"Sure, it's the coward's way out. But this coward is gonna survive!",HEADQUARTERS,He stomps on the recall button.,Statement
756,7,Dream Productions,Diane,"Emotions can't quit, genius.",HEADQUARTERS,"The tube drops over him, but pummels Felipe with dozens of memories. The tube shuts off and retracts. Felipe drops to the floor in pain.",Reject
757,7,Dream Productions,Diane,Euch! I thought we were supposed to be keeping Riley happy.,HEADQUARTERS,Felipe spits up a memory.,Emphasis
758,7,Dream Productions,Angelo,Wait a minute. Wait a minute!,HEADQUARTERS,Felipe spits up a memory.,Emphasis
759,7,Dream Productions,Angelo,Ah ha!,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,Emphasis
760,7,Dream Productions,Felipe,What is it?,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,whQuestion
761,7,Dream Productions,Angelo,(holds up the lightbulb) Oh nothing. Just the best idea ever.,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,Clarify
762,7,Dream Productions,Diane,What?,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,whQuestion
763,7,Dream Productions,Angelo,"All the good core memories were made in Minnesota. Ergo, we go back to Minnesota and make more. Ta-da!",HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,Emphasis
764,7,Dream Productions,Felipe,Wait. You're saying we run away?,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,Clarify
765,7,Dream Productions,Angelo,"Well, I wouldn't call it that. I'd call it, The Happy Core Memory Development Program.",HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,nAnswer
766,7,Dream Productions,Felipe,You can't be serious.,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,Reject
767,7,Dream Productions,Angelo,Hey. Our life was perfect until Mom and Dad decided to move to San Fran Stinktown.,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,Clarify
768,7,Dream Productions,Felipe,"But, I mean, it's just so drastic!",HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,Statement
769,7,Dream Productions,Angelo,Need I remind you of how great things were there? Our room? Our back yard? Our friends?,HEADQUARTERS,Angelo runs to the back and rummages through the ideas.,Clarify
770,7,Dream Productions,GUM MEMORY,Tripledent gum will make you smile! Tripledent gum it lasts--,HEADQUARTERS,He punches up a memory. It plays on the screen.,Emphasis
771,7,Dream Productions,Angelo,"Did I ASK for the gum commercial?!?! (he ejects the memory) Anyway, it was better, that's my point.",HEADQUARTERS,He punches up a memory. It plays on the screen.,Emphasis
772,7,Dream Productions,Diane,(considering) Riley was happier in Minnesota...,HEADQUARTERS,He punches up a memory. It plays on the screen.,Statement
773,7,Dream Productions,Felipe,"Wait, hold on. Shouldn't we just sleep on this or something?",HEADQUARTERS,He punches up a memory. It plays on the screen.,Other
774,7,Dream Productions,Angelo,"Fine. Let's sleep on it. Because hey, I'm sure jolly fun-filled times are just around the corner.",HEADQUARTERS,He punches up a memory. It plays on the screen.,Clarify
775,7,Dream Productions,Joyce,Huh?,LONG-TERM MEMORY,The train slows to a stop.,ynQuestion
776,7,Dream Productions,Joyce,Hey hey! Why aren't we moving?,LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,whQuestion
777,7,Dream Productions,TRAIN ENGINEER,Riley's gone to sleep. We're all on break.,LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,Clarify
778,7,Dream Productions,Sandra,You mean we're stuck here until morning?,LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,Clarify
779,7,Dream Productions,BING BONG,"Yeah, the Train of Thought doesn't run while she's asleep.",LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,Emphasis
780,7,Dream Productions,Joyce,"Oh, we can't wait that long!",LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,Emphasis
781,7,Dream Productions,Sandra,How about we wake her up?,LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,whQuestion
782,7,Dream Productions,Joyce,"Sandra, that's ridiculous. How could we possibly...",LONG-TERM MEMORY,The engineer and his assistant hop off the engine.,Statement
783,7,Dream Productions,Joyce,How about we wake her up!?,LONG-TERM MEMORY,She follows Sandra' gaze and spots DREAM PRODUCTIONS.,whQuestion
784,7,Dream Productions,Sandra,"Great idea, Joyce.",LONG-TERM MEMORY,She follows Sandra' gaze and spots DREAM PRODUCTIONS.,Statement
785,7,Dream Productions,Joyce,Thanks. Come on!,LONG-TERM MEMORY,She follows Sandra' gaze and spots DREAM PRODUCTIONS.,Emphasis
786,7,Dream Productions,Joyce,Whoa! This place is huge.,DREAM PRODUCTIONS,Pan down from the DREAM PRODUCTIONS GATE: a busy backlot.,Emphasis
787,7,Dream Productions,Sandra,"Yeah, it looks so much smaller than I expected.",DREAM PRODUCTIONS,Pan down from the DREAM PRODUCTIONS GATE: a busy backlot.,yAnswer
788,7,Dream Productions,BING BONG,Whoa! I Can Fly? I love that one!,DREAM PRODUCTIONS,They walk past dream movie posters.,Emphasis
789,7,Dream Productions,Joyce,Rainbow Unicorn! She's RIGHT THERE!,DREAM PRODUCTIONS,Joyce spots a Unicorn sitting in a director's chair.,Emphasis
790,7,Dream Productions,Sandra,My friend says you're famous. She wants your autograph.,DREAM PRODUCTIONS,Joyce tries to play it cool as they walk past.,Clarify
791,7,Dream Productions,Joyce,"No, no, Sandra, don't bother Miss Unicorn, okay? (to unicorn) Sorry, she's from outta town. So embarrassing, right?",DREAM PRODUCTIONS,Joyce tries to play it cool as they walk past.,nAnswer
792,7,Dream Productions,Joyce,"I loved you in Fairy Dream Adventure Part 7. Okay, bye. I love you.",DREAM PRODUCTIONS,She pushes Sandra away. Joyce pops back in.,Clarify
793,7,Dream Productions,BING BONG,"Huh. Wonder what that means. Oh well, let's go in!",DO NOT ENTER WHEN LIGHT FLASHING.,"They reach STAGE B. A sign below a red flashing light reads,",Reject
794,7,Dream Productions,DREAM DIRECTOR,"Set up the classroom set!  Today's memories are in, we've got a lot to work with here. Riley dumped her best friend, had a miserable day at school, and quit hockey. The writers have put together a killer script!",BUS,Workers scramble to get ready for the production.  A Director distributes scripts.,Clarify
795,7,Dream Productions,Felipe,"(grumbling to self) Just because Joyce and Sandra are gone, I have to do stupid dream duty...",HEADQUARTERS,Felipe enters drinking tea.,nAnswer
796,7,Dream Productions,Joyce,"Okay, how are we gonna wake her up?",STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",whQuestion
797,7,Dream Productions,Sandra,"Well, she wakes up sometimes when she has a scary dream. We could scare her.",STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",Other
798,7,Dream Productions,Joyce,"Scare her? No no, she's been through enough already.",STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",Other
799,7,Dream Productions,Sandra,But Joyce--,STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",Statement
800,7,Dream Productions,Joyce,"Sandra you may know your way around down here, but I know Riley! We're gonna make her so happy she'll wake up with exhilaration! We'll excite her awake!",STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",Emphasis
801,7,Dream Productions,Sandra,That's never happened before.,STAGE B,"Joyce, Sandra and Bing Bong watch from behind boxes.",Reject
802,7,Dream Productions,Joyce,"Ooh, Riley loves dogs. Put this on!",STAGE B,Joyce spots a nearby dog costume and tosses it to Sandra.,Emphasis
803,7,Dream Productions,Sandra,I don't think that'll work.,STAGE B,Joyce spots a nearby dog costume and tosses it to Sandra.,Statement
804,7,Dream Productions,Joyce,Bing Bong.,STAGE B,Joyce spots a nearby dog costume and tosses it to Sandra.,Statement
805,7,Dream Productions,BING BONG,Yeah?,STAGE B,Joyce spots a nearby dog costume and tosses it to Sandra.,ynQuestion
806,7,Dream Productions,Joyce,Don't let anything happen to these.,STAGE B,She gives him the satchel containing the CORE MEMORIES.,Reject
807,7,Dream Productions,BING BONG,Got it!,STAGE B,She gives him the satchel containing the CORE MEMORIES.,Emphasis
808,7,Dream Productions,DREAM DIRECTOR,Mm hm.  Add the reality distortion filter.,CLASSROOM,DREAM DIRECTOR checks the monitor.,Clarify
809,7,Dream Productions,DREAM DIRECTOR,"Love it. (to actors) Remember, play to the camera, everyone! Riley is the camera! Makeup, get out of there, we are on in 5,4,3...",CLASSROOM,"A WORKER slips a filter over the camera lens, transforming the MIND WORKERS into replicates of Riley's classmates.",Statement
810,7,Dream Productions,EXTRA,"Hello class. Before we begin today's pop quiz, which counts for 90% of your final grade...",CLASSROOM,A UNION HARP PLAYER strums: the dream is starting. From the camera's POV: the classroom set. STUDENTS at desks. An EXTRA playing Riley's teacher reads cue cards badly.,Other
811,7,Dream Productions,Felipe,"Man, she is one bad actress.",HEADQUARTERS,A UNION HARP PLAYER strums: the dream is starting. From the camera's POV: the classroom set. STUDENTS at desks. An EXTRA playing Riley's teacher reads cue cards badly.,Statement
812,7,Dream Productions,EXTRA,...I want to introduce our new student. Riley. Would you like to stand up and introduce yourself?,CLASSROOM,The CUE CARD GUY flips over the next card.,Clarify
813,7,Dream Productions,DREAM DIRECTOR,Camera.,CLASSROOM,The CUE CARD GUY flips over the next card.,System
814,7,Dream Productions,DREAM DIRECTOR,And... cue Riley.,CLASSROOM,The camera adjusts as if Riley is standing.,Statement
815,7,Dream Productions,RILEY VOICE,"My name's Riley Andersen, I'm from Minnesota and now I live here.",CLASSROOM,A CREW MEMBER clears his throat and reads into a megaphone.,Statement
816,7,Dream Productions,DREAM STUDENT #1,"Ew, look! Her teeth are falling out!",CLASSROOM,A STUDENT points to the camera.,Emphasis
817,7,Dream Productions,Felipe,"(dismissive) Pff, teeth falling out, I'm used to that one. Let me guess, we have no pants on.",HEADQUARTERS,A crew member drops handfuls of teeth in front of the camera.,nAnswer
818,7,Dream Productions,DREAM STUDENT #2,Hey look! She came to school with no pants on!,ON THE SCREEN:,A crew member drops handfuls of teeth in front of the camera.,nAnswer
819,7,Dream Productions,Felipe,Called it!,ON THE SCREEN:,The camera adjusts down to reveal Riley's bare legs. Riley's hands try to block them.,Emphasis
820,7,Dream Productions,Joyce,Ready?,STAGE B,"Joyce and Sandra are in the dog costume, waiting to go on.",ynQuestion
821,7,Dream Productions,Sandra,I don't think this happy thing is going to work. But if we scare her--,STAGE B,"Joyce and Sandra are in the dog costume, waiting to go on.",Clarify
822,7,Dream Productions,Joyce,Just follow my lead. Here we go!,STAGE B,"Joyce and Sandra are in the dog costume, waiting to go on.",Emphasis
823,7,Dream Productions,DREAM DIRECTOR,(flipping through script) Who is that?,CLASSROOM,They run around in playful circles. Joyce makes puppy noises.,whQuestion
824,7,Dream Productions,Felipe,What's going on?,HEADQUARTERS,They run around in playful circles. Joyce makes puppy noises.,whQuestion
825,7,Dream Productions,Joyce,(to Bing Bong) Psst. You're on! Go!,CLASSROOM,Riley is sound sleep.,Emphasis
826,7,Dream Productions,Joyce,Woo! Let's party! Let's dance. Woo!,CLASSROOM,Bing Bong pulls a rope. Balloons drop! A colorful backdrop!,Emphasis
827,7,Dream Productions,Felipe,"Hey, a party!",HEADQUARTERS,Bing Bong pulls a rope. Balloons drop! A colorful backdrop!,Emphasis
828,7,Dream Productions,Sandra,"Joyce, this isn't working.",CLASSROOM,"On stage, Joyce and Sandra run in circles, barking.",Statement
829,7,Dream Productions,Joyce,"Huh? Sandra, what are you doing?! Come back here!",CLASSROOM,Joyce runs after Sandra.,whQuestion
830,7,Dream Productions,Felipe,"It's just a dream, it's just a dream, it's just a dream...",HEADQUARTERS,"On screen, the front half of a dog chases the rear half.",Statement
831,7,Dream Productions,DREAM DIRECTOR,They're trying to wake her up! Call security!,CLASSROOM,Riley stirs in her sleep.,Emphasis
832,7,Dream Productions,BING BONG,"Hi Riley, it's me! Who's your friend who likes to play? Bing Bong, Bing Bong!",HEADQUARTERS,Bing Bong appears on screen.,whQuestion
833,7,Dream Productions,Felipe,Bing Bong?,HEADQUARTERS,Bing Bong appears on screen.,ynQuestion
834,7,Dream Productions,Joyce,Sandra! You are ruining this dream! You're scaring her!,CLASSROOM,"Bing Bong slips, tipping over the set wall.",Emphasis
835,7,Dream Productions,Sandra,"But look, it's working!",CLASSROOM,"Bing Bong slips, tipping over the set wall.",Reject
836,7,Dream Productions,Joyce,Whoa!,CLASSROOM,The SLEEP INDICATOR is starting to tip. Joyce's eyes widen.,Emphasis
837,7,Dream Productions,DREAM DIRECTOR,(to Security) They are not part of this dream! Get them!,CLASSROOM,"But before she can do anything, Security enters.",Clarify
838,7,Dream Productions,DREAM PRODUCTIONS COP #1,Stop right there!,CLASSROOM,Sandra pulls Joyce out of harms way as guards GRAB Bing Bong.,Emphasis
839,7,Dream Productions,BING BONG,Ow! Hey!,CLASSROOM,Sandra pulls Joyce out of harms way as guards GRAB Bing Bong.,Greet
840,7,Dream Productions,DREAM DIRECTOR,(to camera operator) Pan away! Pan away!,CLASSROOM,Sandra pulls Joyce out of harms way as guards GRAB Bing Bong.,Statement
